2000 8 4
0.000792 0.000000 0.000000 0.000000
0.005426 0.000000 0.000014 0.000000
0.003294 0.000000 0.000004 0.000000
0.001508 0.000000 0.000009 -0.000000
0.005849 -0.000000 0.000001 0.000000
0.000075 0.000000 0.000000 0.000000
0.000000 -0.000000 0.000000 -0.000000
0.982887 -0.000000 0.000140 -0.000000
0.000291 -0.000000 0.023872 0.000000
0.000035 -0.000000 0.366161 -0.000000
0.000046 -0.000000 0.248261 0.000000
0.000008 -0.000000 0.199311 0.000000
0.000045 0.000000 0.025590 -0.000000
0.000024 0.000000 0.027692 -0.000000
0.000018 -0.000000 0.107444 -0.000000
0.000002 -0.000000 0.001199 -0.000000
0.000091 0.000000 0.000596 -0.000000
0.000009 0.000000 0.007438 -0.000000
0.000026 0.000000 0.011442 0.000000
0.000298 -0.000000 0.561825 0.000000
0.000027 0.000000 0.001258 0.000000
0.000006 0.000000 0.000580 -0.000000
0.000888 0.000000 0.415277 -0.000000
0.000005 0.000000 0.000233 0.000000
0.003254 -0.000000 0.000391 0.000000
0.002502 0.000000 0.038233 -0.000000
0.002576 -0.000000 0.020560 -0.000000
0.021882 -0.000000 0.753993 -0.000000
0.005349 0.000000 0.004482 0.000000
0.000058 -0.000000 0.000098 0.000000
0.014473 -0.000000 0.123827 0.000000
0.004526 0.000000 0.003796 0.000000
0.527259 -0.000000 0.018846 0.000000
0.012494 -0.000000 0.056864 -0.000000
0.075567 0.000000 0.179625 0.000000
0.005748 0.000000 0.058982 -0.000000
0.000577 0.000000 0.000144 -0.000000
0.000000 0.000000 0.000000 -0.000000
0.016771 -0.000000 0.042732 -0.000000
0.003513 -0.000000 0.000877 0.000000
0.022733 -0.000000 0.000000 -0.000000
0.011769 0.000000 0.000000 -0.000000
0.034103 0.000000 0.000000 0.000000
0.032540 0.000000 0.000002 0.000000
0.012863 -0.000000 0.000000 -0.000000
0.845421 -0.000000 0.000002 0.000000
0.035797 0.000000 0.000000 -0.000000
0.004768 0.000000 0.000000 -0.000000
0.000020 0.000000 0.000094 0.000000
0.000137 -0.000000 0.081588 0.000000
0.000083 0.000000 0.025869 -0.000000
0.000038 -0.000000 0.051137 -0.000000
0.000148 0.000000 0.004822 -0.000000
0.000002 0.000000 0.000123 0.000000
0.000000 0.000000 0.000000 0.000000
0.024848 0.000000 0.811091 0.000000
0.187954 -0.000000 0.010967 0.000000
0.052057 0.000000 0.386768 0.000000
0.027067 0.000000 0.105032 -0.000000
0.005186 -0.000000 0.086869 0.000000
